emp_no,first_name,last_name,gender,salary,to_date
25963,Jiakeng,Fandrianto,F,68178,1/1/99
26232,Rosli,Slutz,M,40000,1/1/99
25972,Demos,Escriba,F,44564,1/1/99
26252,Haldun,Flowers,F,82085,1/1/99
26254,Yuichiro,Rousseau,F,40000,1/1/99
26256,Faiza,Michaels,M,61641,1/1/99
26264,Sachio,Speckmann,M,64582,1/1/99
25979,Monique,Yemenis,F,61616,1/1/99
26272,Zorica,Marakhovsky,F,40000,1/1/99
25980,Otilia,Vanwelkenhuysen,F,40000,1/1/99
25990,Suzette,Kroll,M,40000,1/1/99
25992,Divier,Bugrara,M,60761,1/1/99
25993,Kazuhiro,Luft,M,49060,1/1/99
26005,Ohad,Vidya,M,40000,1/1/99
26012,Eric,Marwedel,F,41765,1/1/99
26020,Deborah,Moffat,M,40000,1/1/99
26283,Abdulla,Feldmann,M,40000,1/1/99
26285,Divine,Lupu,F,42133,1/1/99
26289,Baoqiu,Michaels,M,44134,1/1/99
26027,Conal,Hellwagner,F,40000,1/1/99
26300,Marin,Gomatam,M,45251,1/1/99
26037,Radhika,Gadepally,F,43940,1/1/99
26313,Guoxiang,Perri,M,45004,1/1/99
26315,Adil,Schnabel,M,40000,1/1/99
26317,Valdiodio,Weedman,F,85740,1/1/99
26043,Ortrun,Zielinski,M,40000,1/1/99
26053,Heekeun,Szmurlo,F,78218,1/1/99
26344,Duke,Sabnani,M,61884,1/1/99
26086,Turgut,Beutelspacher,M,53923,1/1/99
26359,Jagoda,Covnot,M,40000,1/1/99
26369,Kiyotoshi,Sewelson,F,51127,1/1/99
26378,Huiqun,Streng,F,40000,1/1/99
26379,Falguni,Hutton,M,56819,1/1/99
26384,Macha,Picci,F,40000,1/1/99
26385,Brigham,Peral,F,66888,1/1/99
26391,Baoqiu,Kermarrec,M,59753,1/1/99
26088,Theron,Woycyznski,M,40000,1/1/99
26396,Jinxi,Bresenham,F,53684,1/1/99
26470,Toshimi,Danley,M,40000,1/1/99
26402,Nathan,Pietracaprina,M,53570,1/1/99
26429,Dipayan,Brizzi,F,40000,1/1/99
26441,Tesuya,Halloran,F,53388,1/1/99
26446,Somnath,Kitsuregawa,M,40000,1/1/99
26474,Angel,Peng,M,60255,1/1/99
26483,Shunichi,Manders,M,42181,1/1/99
26486,Taegyun,Simkin,M,49938,1/1/99
26488,Zdislav,Perly,M,63394,1/1/99
26504,Chiranjit,Segond,F,47638,1/1/99
26508,Divier,Sambasivam,F,74639,1/1/99
26543,Zhonghua,Koyama,M,40000,1/1/99
26661,Kazunori,Borstler,F,45294,1/1/99
26667,Moon,Schrift,M,47240,1/1/99
26668,Berhard,Bahk,F,40000,1/1/99
26598,Falguni,Birsak,M,40000,1/1/99
26682,Yucai,Baezner,M,71340,1/1/99
26683,Kayoko,Covnot,F,40000,1/1/99
26692,Taisook,Cools,M,65459,1/1/99
26709,Narain,Marchegay,F,46944,1/1/99
26714,Sadun,Pelc,M,40000,1/1/99
26715,Dhritiman,Baby,M,69180,1/1/99
26733,Kauko,Yetto,F,40000,1/1/99
26747,Macha,McDermid,M,40699,1/1/99
26750,Baziley,Denis,M,70070,1/1/99
26752,Deniz,Zockler,M,40000,1/1/99
26769,Jinxi,Conti,M,66776,1/1/99
26770,Ibibia,Ghelli,M,53125,1/1/99
26808,Jeanne,DuCasse,M,86652,1/1/99
26811,Prodip,Farrow,F,73589,1/1/99
26812,Licheng,Noriega,F,42793,1/1/99
26828,Maha,Haddadi,M,78666,1/1/99
26831,Yucel,Pagter,F,59906,1/1/99
26833,Hirochika,Gustavson,M,62956,1/1/99
26599,Katsuo,Armand,M,40000,1/1/99
26623,Berni,Barbanera,M,86569,1/1/99
26639,Guadalupe,Weiland,F,67344,1/1/99
26846,Ewing,Chinal,F,64015,1/1/99
26856,Kazuhiko,Cooke,M,50395,1/1/99
27023,Jinpo,Falster,F,40000,1/1/99
26869,Jasminko,Vecchio,F,64525,1/1/99
26871,Marco,Perry,F,64463,1/1/99
26875,Toshiko,Thombley,F,54597,1/1/99
26892,Brigham,Luan,F,41272,1/1/99
26896,Salvador,Argence,F,47937,1/1/99
26902,Reinhold,Welham,M,71381,1/1/99
26903,Xumin,Tischendorf,M,40000,1/1/99
26905,Fatemeh,Markovitch,F,71078,1/1/99
26906,Conor,Koyama,M,40000,1/1/99
26911,Ramya,Bottner,M,40000,1/1/99
27024,Zijian,Bennis,F,70255,1/1/99
27039,Henk,Sullins,F,45513,1/1/99
27044,Chuanyi,Zaiane,M,43197,1/1/99
27045,Teruyuki,Merks,M,40000,1/1/99
26955,Elvis,Tanemo,M,40000,1/1/99
26958,Juichirou,Raoux,M,45702,1/1/99
26960,Zhenbing,Delgrossi,F,40000,1/1/99
27047,Torsten,Hartvigsen,F,58869,1/1/99
27055,Yaghout,Dulay,F,40160,1/1/99
26976,Muzhong,Sommen,F,71078,1/1/99
27056,Leen,Hiyoshi,M,74261,1/1/99
27065,Roded,Eugenio,M,44482,1/1/99
26990,Ranga,Gihr,M,40000,1/1/99
26995,Sumali,Gyimothy,F,40000,1/1/99
26999,Snehasis,Worfolk,M,40000,1/1/99
27096,Rayond,Tyugu,F,44992,1/1/99
27008,Turgut,Gluchowski,F,62222,1/1/99
27107,Lansing,Murtha,M,40000,1/1/99
27112,Yechezkel,Anily,M,40000,1/1/99
27117,Shirish,Eugenio,M,40000,1/1/99
27118,Anestis,Azadmanesh,M,40000,1/1/99
27130,Kazuhira,Rathonyi,M,40000,1/1/99
27221,Syozo,Rosar,F,86287,1/1/99
27223,Noritoshi,Delgrossi,M,65810,1/1/99
27193,Dulce,Nivat,M,55338,1/1/99
27236,Kotesh,Wegerle,F,40000,1/1/99
27241,Mayuri,Erez,F,40000,1/1/99
27249,Martins,Kushnir,F,51002,1/1/99
27254,Trygve,Sewelson,F,40000,1/1/99
27255,Yannis,Kropf,F,77797,1/1/99
27272,Kwan,Genin,M,83908,1/1/99
27273,Alassane,Jeong,F,40000,1/1/99
27281,Leaf,Bahi,F,40026,1/1/99
27202,Takanari,Rouquie,F,40000,1/1/99
27295,Marc,Orlowska,M,62985,1/1/99
27203,Conal,Aloia,F,57122,1/1/99
27298,Stepehn,Loncour,M,55080,1/1/99
27396,Brendon,Zykh,M,55838,1/1/99
27311,Gil,Schnabel,F,40000,1/1/99
27319,Adin,Bashian,M,53917,1/1/99
27325,Kauko,Baer,M,40000,1/1/99
27330,Cedric,Lowrie,F,58562,1/1/99
27332,Charmane,Merey,M,50065,1/1/99
27337,Mads,Undy,M,76666,1/1/99
27403,Mamdouh,Hiroyama,M,62351,1/1/99
27412,Shigeaki,Boguraev,M,61079,1/1/99
27357,Tsvetan,Schmiedel,F,50247,1/1/99
27413,Phuoc,Aamodt,F,55604,1/1/99
27365,Mang,Morris,M,55807,1/1/99
27367,Mokhtar,Junet,M,43757,1/1/99
27368,Dipayan,Keustermans,F,67825,1/1/99
27369,Cedric,Chinen,F,60493,1/1/99
27416,Subir,Ratnaker,M,69385,1/1/99
27373,Jiafu,Varman,F,47814,1/1/99
27374,Sham,Brattka,M,40000,1/1/99
27377,Mara,Gils,F,84481,1/1/99
27429,Nahid,Plotkin,M,43877,1/1/99
27381,Eirik,Ambroszkiewicz,M,42709,1/1/99
27441,Kitty,Demian,M,40000,1/1/99
27446,Heon,Levergood,F,50327,1/1/99
27460,Chikara,Munck,M,75794,1/1/99
27463,Masaki,McDermid,M,69431,1/1/99
27492,Guoxiang,Provine,F,40000,1/1/99
27580,Mona,Haumacher,M,41048,1/1/99
27496,Marke,Angelov,M,40000,1/1/99
27604,Yuguang,Sudbeck,F,65633,1/1/99
27511,Jiann,Perelgut,M,56672,1/1/99
27619,Ronghao,Poulakidas,M,40000,1/1/99
27626,Vishu,Flanders,M,55682,1/1/99
27628,Stafford,Blokdijk,M,40000,1/1/99
27528,Martijn,Baranowski,M,60021,1/1/99
27642,Muneo,Zockler,F,55756,1/1/99
27540,Hein,Yeung,M,79186,1/1/99
27652,Jacqueline,Matteis,M,65541,1/1/99
27654,Sajjan,Morris,M,40000,1/1/99
27548,Slavian,Riexinger,M,84954,1/1/99
27670,Yolla,Merey,M,56308,1/1/99
27671,JiYoung,Flasterstein,M,40000,1/1/99
27677,Mohammed,Peak,F,40000,1/1/99
27557,Teunis,Oxman,M,75640,1/1/99
27687,Ronghao,Baumann,M,59878,1/1/99
27566,Annemarie,Kobuchi,F,43878,1/1/99
27703,Mahmut,Douceur,F,60307,1/1/99
27708,Dayanand,Gill,F,40000,1/1/99
27765,Shushma,Litvinov,M,54079,1/1/99
27711,Leaf,Goodrum,M,61350,1/1/99
27730,Uinam,Perng,F,58624,1/1/99
27732,Girolamo,Facello,M,48552,1/1/99
27739,Youssef,Piancastelli,F,65487,1/1/99
27749,Katsuyuki,Biros,M,75591,1/1/99
27772,Shahaf,Salvesen,F,78337,1/1/99
27756,Stevo,Suwa,F,67919,1/1/99
27759,Subhada,Spelt,F,40000,1/1/99
27780,Siamak,Simkin,M,50109,1/1/99
27781,Qiwen,Wielonsky,F,62986,1/1/99
27953,Katsuyuki,Eiter,M,58600,1/1/99
27786,Lijia,Taubman,F,40000,1/1/99
27958,Uno,Hasham,F,40000,1/1/99
27959,Moheb,Dusink,M,41635,1/1/99
27961,Wojceich,Murtafg,M,40000,1/1/99
27968,Harngdar,England,M,40000,1/1/99
27787,Xinglin,Bondorf,M,40000,1/1/99
27975,Remmert,Rehfuss,F,40000,1/1/99
27797,Kazuhisa,Botman,F,80542,1/1/99
27978,Sedat,Unni,F,48155,1/1/99
27988,Armond,Etalle,M,40000,1/1/99
27801,Naraig,Danecki,F,49614,1/1/99
27995,Yunming,Serre,M,40000,1/1/99
27837,Branimir,Chachaty,F,48325,1/1/99
28008,Shugo,Luit,M,40000,1/1/99
28027,Kagan,Wallrath,F,43739,1/1/99
27843,Bedir,Speek,F,45565,1/1/99
27848,Tooru,Bednarek,F,57650,1/1/99
27854,Yurii,Unni,F,40000,1/1/99
27856,Lokesh,Holburn,M,40000,1/1/99
28074,Shmuel,Syrotiuk,M,73538,1/1/99
28076,Suzette,Pelc,M,69666,1/1/99
28079,Rimon,Salvesen,M,45156,1/1/99
27880,Yinlin,Poujol,F,51080,1/1/99
28082,Michaela,Sudbeck,M,48193,1/1/99
28104,Dmitry,Marsiglia,F,40000,1/1/99
27883,Woody,Nilsson,M,40000,1/1/99
27884,Kristina,Zucker,M,61284,1/1/99
27888,Berna,Birta,M,44357,1/1/99
28127,Minghong,Veevers,M,60672,1/1/99
27899,Kristen,Hebert,F,82598,1/1/99
27905,Monique,Barinka,F,40000,1/1/99
27910,Gil,Haumacher,F,45887,1/1/99
27914,Valter,Businaro,M,40000,1/1/99
27926,Mats,Huttel,M,40000,1/1/99
27939,Seongbae,Axelband,M,44292,1/1/99
28139,Theron,Merkl,M,40000,1/1/99
28143,Adin,Teitelbaum,M,50403,1/1/99
28146,Niteen,Azadmanesh,M,65417,1/1/99
28149,Sandeepan,Gulik,M,40000,1/1/99
28318,Teunis,Whitcomb,M,40000,1/1/99
28161,Kwan,Nicolson,F,86867,1/1/99
28165,Sanjit,Lorch,M,52169,1/1/99
28171,Filipe,Setlzner,F,40000,1/1/99
28321,Heather,Oehlmann,M,63173,1/1/99
28207,Sakthirel,Ebeling,M,70931,1/1/99
28208,Tristan,Lienhardt,M,41234,1/1/99
28209,Gadiel,Millington,M,55371,1/1/99
28322,Premal,Millington,F,51484,1/1/99
28327,Pascal,Welham,M,43771,1/1/99
28330,Weidon,Hagimont,M,40000,1/1/99
28344,Fan,Barriga,F,72407,1/1/99
28240,Reuven,Lorcy,M,68969,1/1/99
28242,Thodoros,Vasanthakumar,M,86610,1/1/99
28345,Tamiya,Seghrouchni,F,69757,1/1/99
28350,Theron,Heusch,M,70661,1/1/99
28354,Geoffrey,Prochazka,M,73846,1/1/99
28358,Constantino,Salinas,F,69377,1/1/99
28281,Adhemar,Oxenboll,M,101359,1/1/99
28283,Quingbo,Dulay,F,61549,1/1/99
28288,Martijn,Niizuma,F,40000,1/1/99
28359,Kshitij,Stellhorn,M,50744,1/1/99
28366,Abdelwaheb,Falster,M,62653,1/1/99
28298,Holgard,Ritcey,F,79373,1/1/99
28306,Wilmer,Papsdorf,M,42741,1/1/99
28373,Steen,Bhattacharjee,M,100154,1/1/99
28315,Hideo,Servi,F,44797,1/1/99
28382,Mihalis,Zuberek,F,40000,1/1/99
28383,Gladys,Chimia,M,69090,1/1/99
28385,Filipp,Conia,M,58947,1/1/99
28386,Snehasis,Spelt,M,60977,1/1/99
28391,Elvia,Brlek,M,40000,1/1/99
28394,Gaetan,Emiris,F,40000,1/1/99
28404,Francesca,Schicker,M,61697,1/1/99
28501,Nagui,Viele,M,40000,1/1/99
28504,Boalin,Peng,F,68605,1/1/99
28510,Subhankar,Desikan,M,59021,1/1/99
28511,Shugo,Pero,F,40000,1/1/99
28411,Weicheng,Yavatkar,F,79294,1/1/99
28525,Dannz,Highland,M,68550,1/1/99
28528,Sariel,Veccia,M,42429,1/1/99
28529,Mabo,Griswold,F,45642,1/1/99
28413,Nadjib,Brodie,M,40000,1/1/99
28414,Juichirou,Azadmanesh,F,40000,1/1/99
28418,Sachio,Suermann,M,51567,1/1/99
28542,Ferdinand,Guardalben,F,40000,1/1/99
28422,Eckart,Cmelik,M,42779,1/1/99
28555,Kankanahalli,Wendorf,M,83282,1/1/99
28432,Manton,Validov,M,40000,1/1/99
28565,Rosalie,Bain,F,77381,1/1/99
28440,Cordelia,Tomescu,M,52279,1/1/99
28444,Harjit,Henseler,M,58330,1/1/99
28596,Perla,Porotnikoff,M,81312,1/1/99
28600,Mingzeng,Whitcomb,F,59057,1/1/99
28447,Anneke,Ghelli,F,40000,1/1/99
28478,Chiradeep,Simmen,M,40000,1/1/99
28613,Giao,Stemann,M,43165,1/1/99
28619,Pragnesh,Majewski,F,85927,1/1/99
28627,Serge,Plumb,F,51711,1/1/99
28628,Zhonghui,Zyda,M,40000,1/1/99
28631,Dmitry,Marletta,F,78423,1/1/99
28632,Arne,Boreale,F,40000,1/1/99
28487,Ziva,Alblas,M,71338,1/1/99
28653,Pranay,Flanders,F,40000,1/1/99
28490,Marsal,Jervis,F,40932,1/1/99
28687,Ulf,Ghazalie,F,78825,1/1/99
28673,Carrsten,Zultner,M,40000,1/1/99
28677,Terresa,Gunderson,M,40000,1/1/99
28689,Jessie,Lores,F,81307,1/1/99
28703,Tremaine,Remmele,M,40000,1/1/99
28714,Arco,Poehlman,M,40000,1/1/99
28715,Bikash,Fordan,M,40000,1/1/99
28716,Kristian,Hertweck,M,62924,1/1/99
28873,Toshimo,Attimonelli,M,40000,1/1/99
28726,Marie,Veldwijk,F,54207,1/1/99
28881,Masaki,Rosin,M,43881,1/1/99
28890,Lijie,Puoti,M,40000,1/1/99
28734,Arvind,Heydon,F,83827,1/1/99
28891,Susanna,Krohn,F,40000,1/1/99
28739,Elliott,Wixon,F,68199,1/1/99
28746,Steve,Maquelin,F,42912,1/1/99
28922,Xiadong,Willoner,M,40000,1/1/99
28750,Guangming,Speckmann,M,56693,1/1/99
28933,Alain,Bernick,M,40000,1/1/99
28753,Leaf,Lichtner,M,73262,1/1/99
28958,Angel,Wossner,M,61697,1/1/99
28962,Wuxu,Gini,M,40000,1/1/99
28966,Shakhar,Zirintsis,M,40000,1/1/99
28968,Shalesh,Gerteisen,M,62182,1/1/99
28969,Ute,Sinitsyn,M,40000,1/1/99
28972,Jianhao,Radivojevic,F,75895,1/1/99
28976,Kazuhiko,Aingworth,F,40000,1/1/99
28981,Dipayan,Bernardinello,M,40000,1/1/99
28983,Mohammed,Luca,M,40000,1/1/99
28993,Domenick,Rijckaert,M,65380,1/1/99
28755,Xiahua,Cmelik,M,40000,1/1/99
28997,Persi,Ramsay,M,66934,1/1/99
28757,Branimir,Poupard,F,40000,1/1/99
28770,Abdelghani,Farris,M,49773,1/1/99
29017,Mats,Pews,M,43050,1/1/99
29024,Qunsheng,Itzigehl,F,41232,1/1/99
29026,Parto,Byoun,F,40000,1/1/99
29030,Nikolaus,Heiserman,M,66552,1/1/99
29032,Mizuhito,Rassart,M,61256,1/1/99
28773,Tomokazu,Polupanov,F,40000,1/1/99
28779,Fayez,Bottner,F,68120,1/1/99
29052,Doowon,Azulay,M,40000,1/1/99
28782,Marl,Yemenis,F,48475,1/1/99
28794,Kyoichi,Peron,M,40000,1/1/99
28811,Cristinel,Vrecion,M,56023,1/1/99
28818,Hongzhu,Panienski,M,40000,1/1/99
28827,Hugh,Heydon,M,51130,1/1/99
29059,Arumugam,Legleitner,M,57837,1/1/99
29063,Mary,Seuren,M,41782,1/1/99
28855,Shan,Heering,F,56014,1/1/99
29071,Jaideep,Hennings,M,55949,1/1/99
29077,Candida,Tagansky,M,41624,1/1/99
29080,Panayotis,Shumilov,M,46519,1/1/99
28867,Shahar,Awdeh,M,60339,1/1/99
29101,Jouni,Salverda,M,40000,1/1/99
29105,Snehasis,Marsiglia,M,52645,1/1/99
29243,Sibyl,Koyama,M,54488,1/1/99
29120,Parto,Bergere,F,85465,1/1/99
29126,Visit,Suessmith,M,49310,1/1/99
29133,Rafael,Peck,M,67100,1/1/99
29250,Radoslaw,Besancenot,M,60178,1/1/99
29156,Youngkon,Cyne,M,40509,1/1/99
29256,Mountaz,Schiettecatte,F,41599,1/1/99
29284,Aloys,Hofman,M,59542,1/1/99
29178,Hairong,Foong,M,50500,1/1/99
29182,Arumugam,Aamodt,F,40000,1/1/99
29190,Mahendra,Sudbeck,F,40000,1/1/99
29191,Ayakannu,Krogh,M,46650,1/1/99
29194,Sarita,Peris,F,47274,1/1/99
29199,Chaoyi,Mondadori,M,59549,1/1/99
29202,Rajmohan,Roohalamini,F,56930,1/1/99
29208,Radoslaw,Schusler,F,52370,1/1/99
29317,Navin,Conia,M,40000,1/1/99
29214,Stepehn,Schach,M,47759,1/1/99
29222,Remzi,Trachtenberg,F,40000,1/1/99
29228,Leszek,Guerreiro,M,40000,1/1/99
29237,Gennadi,Beznosov,F,40000,1/1/99
29329,Takushi,Sooriamurthi,M,58949,1/1/99
29342,Moti,Muniz,M,40000,1/1/99
29361,LiMin,McDermid,M,40000,1/1/99
29366,Domenico,Ohori,F,54398,1/1/99
29436,Godehard,Schnelling,M,52520,1/1/99
29372,Parke,Chinin,F,40000,1/1/99
29442,Horward,Piazza,M,52113,1/1/99
29387,Roddy,Saoudi,M,81501,1/1/99
29465,Kshitij,Ramsay,M,82584,1/1/99
29468,Ramya,Bojadziev,M,40000,1/1/99
29469,Rafael,Cmelik,F,46713,1/1/99
29389,Takushi,Swist,F,40000,1/1/99
29390,Mang,Crooks,M,40000,1/1/99
29407,Reuven,Strandh,M,40000,1/1/99
29485,Ortrun,Shobatake,M,55230,1/1/99
29486,Jouni,Gerteisen,M,61982,1/1/99
29488,Niclas,Eastman,M,51869,1/1/99
29495,Mizuhito,Morrey,M,70970,1/1/99
29507,Adel,Panwar,F,58624,1/1/99
29419,Kendra,Scharstein,M,51369,1/1/99
29511,Sadegh,Taubman,F,47419,1/1/99
29513,Genki,Cusworth,M,43835,1/1/99
29515,Kish,Karcich,F,40000,1/1/99
29519,Theirry,Bahr,F,55816,1/1/99
29520,Shunichi,Ozery,F,40000,1/1/99
29524,Murthy,Engberts,M,40000,1/1/99
29527,Adamantios,Oaver,M,58827,1/1/99
29425,Mingdong,Muntz,F,40000,1/1/99
29623,Heekeun,Stille,M,40000,1/1/99
29559,Shin,Edelhoff,F,56698,1/1/99
29573,Kwangsub,Linnainmaa,F,84246,1/1/99
29580,Rafail,Peyn,M,42440,1/1/99
29583,Subhada,Waymire,M,80921,1/1/99
29651,Divier,Knightly,M,68240,1/1/99
29594,Yolla,Ermel,M,47004,1/1/99
29596,Geoff,Lueh,M,60429,1/1/99
29597,Yoshinari,Codenie,F,40000,1/1/99
29603,Kristina,Khamsi,M,68610,1/1/99
29652,Khatoun,Chleq,M,40000,1/1/99
29659,Adel,Pokrovskii,F,45464,1/1/99
29690,Eran,Fioravanti,M,90555,1/1/99
29797,Selwyn,Krzyzanowski,M,40000,1/1/99
29802,Herb,Paciorek,F,40000,1/1/99
29810,Arne,Madeira,M,56015,1/1/99
29811,Erzsebet,Kohling,M,48409,1/1/99
29812,Yefim,Gimarc,M,45714,1/1/99
29816,Kiyomitsu,Munck,M,64415,1/1/99
29817,Florian,Sadowski,M,41810,1/1/99
29715,Dinah,Valette,M,63539,1/1/99
29825,Jeong,Kenevan,F,40000,1/1/99
29829,Pranjal,Pepe,M,44008,1/1/99
29719,Sumant,Takkinen,M,66023,1/1/99
29722,Aron,Flanders,M,54348,1/1/99
29729,Alassane,Bernatsky,M,87778,1/1/99
29856,Yuichiro,Pardalos,M,40000,1/1/99
29739,Danil,Comyn,M,40000,1/1/99
29871,Xiaobin,Pocchiola,M,56260,1/1/99
29877,Mingsen,Kitai,F,40000,1/1/99
29759,Arif,Thimonier,M,40000,1/1/99
29902,Kasturi,Asser,M,65826,1/1/99
29760,Jinya,Paludetto,F,68525,1/1/99
29777,Dharmaraja,Muntz,M,44291,1/1/99
29917,Sahrah,Roohalamini,M,79167,1/1/99
29919,Goa,Kugler,M,40000,1/1/99
29788,Radhia,Kaminger,F,50834,1/1/99
29946,Shooichi,McClure,F,55355,1/1/99
29948,Elzbieta,Kruskal,F,40000,1/1/99
29950,Laurentiu,Vasanthakumar,F,43906,1/1/99
29952,Jianhao,Kusakari,M,40000,1/1/99
29955,Dannz,Bondorf,F,40000,1/1/99
29969,Lena,McAffer,M,40000,1/1/99
29795,Kristine,Sessa,F,72639,1/1/99
30167,Sorina,Tiemann,M,64649,1/1/99
29983,Lucian,Christ,M,40000,1/1/99
29985,Marin,Roisin,M,60087,1/1/99
29991,Aral,Rosenbaum,M,83701,1/1/99
30179,Shirish,Krzyzanowski,F,76390,1/1/99
29996,Gennady,Pfau,M,40000,1/1/99
30000,Matt,Avouris,F,58543,1/1/99
30001,Izaskun,Morton,M,40000,1/1/99
30008,Tsutomu,Kalafatis,M,57431,1/1/99
30189,Krisda,Koblick,F,40000,1/1/99
30206,Toong,Mandelberg,F,40000,1/1/99
30039,Ronghao,Antonisse,F,40000,1/1/99
30209,Yannis,Aloisi,F,89176,1/1/99
30226,Shiv,Reghbati,M,47180,1/1/99
30062,Phuoc,Ertl,M,40000,1/1/99
30241,Kensyu,Thiran,F,63819,1/1/99
30075,Bojan,Zedlitz,M,55958,1/1/99
30078,Greger,Thummel,F,44080,1/1/99
30083,Wanqing,Burnard,M,50950,1/1/99
30084,Jiafu,Cronin,F,66588,1/1/99
30269,Dharmaraja,Valtorta,M,40000,1/1/99
30092,Kristof,Pusterhofer,M,73013,1/1/99
30101,Berni,Olano,F,40000,1/1/99
30103,Murthy,Gini,M,81159,1/1/99
30106,Zeljko,Yamaashi,F,40000,1/1/99
30123,Rosita,Baba,F,78638,1/1/99
30274,Hironoby,Chiola,F,41486,1/1/99
30275,Miquel,Malabarba,M,47626,1/1/99
30136,Unal,Baranowski,M,40000,1/1/99
30276,Kazuhiko,Matheson,M,40000,1/1/99
30143,Indrajit,Huttel,M,53875,1/1/99
30148,Lakshmi,Linnainmaa,F,68284,1/1/99
30285,Parke,Cyre,M,40000,1/1/99
30302,Amstein,Sankaranarayanan,M,80557,1/1/99
30309,Jayesh,Azevdeo,M,41215,1/1/99
30310,Mototsugu,Senzako,M,40000,1/1/99
30313,Srinidhi,Candan,M,63475,1/1/99
30330,Caolyn,Nitsch,M,74776,1/1/99
30331,Lene,Vuskovic,F,53126,1/1/99
30351,Djenana,Blokdijk,M,85423,1/1/99
30334,Yongqiao,Atchley,M,40000,1/1/99
30537,Bluma,Gini,F,40000,1/1/99
30364,Miquel,Byoun,M,40000,1/1/99
30372,Xiadong,Maccarone,F,41315,1/1/99
30373,Jayesh,Vasanthakumar,F,75420,1/1/99
30374,Xiaocheng,Reinhart,F,40000,1/1/99
30380,Jianhao,Templeman,M,40000,1/1/99
30396,Vishv,Hmelo,M,43983,1/1/99
30546,Janalee,Oehlmann,F,50375,1/1/99
30407,Toshiki,Coors,M,40000,1/1/99
30408,Masasuke,Crelier,F,40000,1/1/99
30410,Feiyu,Menyhert,M,70577,1/1/99
30418,Adit,Perl,F,61205,1/1/99
30557,Goncalo,Manders,M,40000,1/1/99
30424,Hsiangchu,Jenevein,F,54214,1/1/99
30425,Rimli,Akazan,M,86775,1/1/99
30434,Shay,Sury,M,61097,1/1/99
30569,Haldon,Gajiwala,F,47765,1/1/99
30454,Pradeep,Plessier,F,40000,1/1/99
30571,Ziva,Bonifati,F,40000,1/1/99
30573,Marie,Rijckaert,M,40000,1/1/99
30466,Sumant,Giaccio,M,78285,1/1/99
30470,Siamak,Jayawardene,M,63439,1/1/99
30577,JoAnna,Rosaz,M,47757,1/1/99
30479,Shigenori,Kampfer,M,56666,1/1/99
30588,Chandrasekaran,Tokunaga,M,40000,1/1/99
30589,Chirstian,Reistad,F,49982,1/1/99
30601,Gilbert,Cyne,F,66545,1/1/99
30497,Youjian,Pettis,F,79544,1/1/99
30509,Keiichiro,Comellas,M,88983,1/1/99
30606,Chuanyi,Shrader,F,50508,1/1/99
30622,Naftali,Perko,F,65210,1/1/99
30525,Snehasis,Matzen,M,52728,1/1/99
30624,Gou,Rosiles,M,66064,1/1/99
30633,Arra,Ranta,M,50009,1/1/99
30634,Patricio,Farrel,F,45289,1/1/99
30644,Marlo,Hegner,M,40000,1/1/99
30648,Macha,Chartres,M,40000,1/1/99
30655,Xuedong,Anandan,M,74391,1/1/99
30656,Gritta,Ranst,F,40000,1/1/99
30727,Toshimitsu,Sury,M,85079,1/1/99
30663,Gurbir,Sigstam,F,69262,1/1/99
30730,Willard,Pelc,M,105440,1/1/99
30666,Guadalupe,Clemencon,F,48925,1/1/99
30744,Khatoun,Fadgyas,M,46573,1/1/99
30670,Lillian,Zizka,M,70748,1/1/99
30673,Berry,Ozeki,M,42867,1/1/99
30761,Hisao,Iisaka,F,40000,1/1/99
30679,Shushma,Gargeya,M,49164,1/1/99
30769,Berry,Frolund,M,83160,1/1/99
30689,Jeong,Potthoff,F,43243,1/1/99
30702,Vincent,Shumilov,M,47555,1/1/99
30791,Xiong,Ariola,M,40000,1/1/99
30802,Keung,Bernini,F,40000,1/1/99
30705,Satoru,Teitelbaum,F,55385,1/1/99
30923,Chandrasekaran,Ellozy,M,52403,1/1/99
30819,Sachio,Asrin,F,40000,1/1/99
30824,Subbu,Bellone,F,49016,1/1/99
30828,Duke,Baumann,F,40000,1/1/99
30831,Arno,Kermarrec,M,65636,1/1/99
30833,Chaoyi,Cichocki,M,65042,1/1/99
30834,Van,Erdi,M,94027,1/1/99
30846,Nidapan,Montresor,M,46544,1/1/99
30851,Ortrun,Castellani,F,73710,1/1/99
30856,Chaosheng,Lampe,F,40000,1/1/99
30936,Rosalyn,Attimonelli,M,47433,1/1/99
30899,Dannz,Keirsey,M,50645,1/1/99
30948,Xinan,Lunt,M,50840,1/1/99
30951,Alagu,Matzen,F,40000,1/1/99
30968,Ingemar,Karlin,F,40000,1/1/99
30998,Zhongwei,Ebeling,M,40000,1/1/99
31104,King,Gihr,M,73276,1/1/99
31106,Oscal,Kulisch,M,40000,1/1/99
30999,Yuuichi,Lorys,F,40000,1/1/99
31005,Ulises,Gustavson,F,60742,1/1/99
31119,Yishay,Menhardt,M,42252,1/1/99
31122,Remko,Ghemri,M,40000,1/1/99
31127,Mizuhito,Puppo,M,101146,1/1/99
31128,Serif,Frolund,M,67108,1/1/99
31019,Arve,Junot,M,40000,1/1/99
31131,Conal,Zolotykh,M,58256,1/1/99
31132,Barna,Ghalwash,M,61007,1/1/99
31146,Shaibal,Asmuth,F,52850,1/1/99
31167,Constantijn,Reinhard,M,40000,1/1/99
